11_1,359.66300000000047,162.81599999999162
11_2,358.59600000001956,163.07499999995343
11_3,358.48100000002887,163.0799999999581
11_4,358.37900000001537,163.0449999999837
11_5,358.304999999993,162.9869999999646
11_6,358.23399999999674,162.85699999995995
11_7,355.77899999998044,153.07399999996414
11_8,355.7530000000261,152.6229999999632
11_9,355.7530000000261,152.24699999997392
11_10,355.8040000000037,151.920999999973
11_11,355.90399999998044,151.69599999999627
11_12,356.079000000027,151.5449999999837
11_13,356.179999999993,151.44499999994878
11_14,356.5,151.2939999999944
11_15,359.29200000001583,150.64499999996042
11_16,359.31400000001304,150.7390000000014
11_17,362.67800000001444,149.85899999999674
11_18,359.3159999999916,150.7829999999958
11_19,362.9070000000065,149.78999999997905
11_20,359.31199999997625,150.8289999999688
11_21,363.14199999999255,149.6599999999744
11_22,359.30300000001444,150.86999999999534
11_23,363.4400000000023,149.3399999999674
11_24,359.28800000000047,150.9189999999944
11_25,364.0030000000261,148.77799999999115
11_26,359.2629999999772,150.96899999998277
11_27,367.3640000000014,153.63299999997253
11_28,371.1900000000023,141.86999999999534
11_29,359.2390000000014,151.01799999998184
11_30,368.3059999999823,154.95899999997346
11_31,366.23200000001816,154.74199999996927
11_32,373.1109999999753,140.03899999998976
11_33,359.1699999999837,151.1469999999972
11_34,372.0,155.43699999997625
11_35,366.20799999998417,154.78999999997905
11_36,377.16949999998906,144.0789999999688
11_37,378.9189999999944,134.50199999997858
11_38,359.0920000000042,151.25899999996182
11_39,366.1830000000191,154.8629999999539
11_40,377.4440000000177,143.78800000000047
11_41,378.4099999999744,145.39199999999255
11_42,382.9629999999888,130.67399999999907
11_43,378.7750000000233,134.3399999999674
11_44,359.07299999997485,151.28699999995297
11_45,366.1589999999851,154.95899999997346
11_46,377.5709999999963,143.6599999999744
11_47,380.0,149.43699999997625
11_48,386.0260000000126,127.78899999998976
11_49,378.7420000000275,134.24099999997998
11_50,359.03800000000047,151.31999999994878
11_51,366.1589999999851,155.19999999995343
11_52,377.75400000001537,143.60499999998137
11_53,386.4749999999767,127.38099999999395
11_54,386.49099999998,128.2280000000028
11_55,378.75900000002,134.1259999999893
11_56,358.9639999999781,151.36699999996927
11_57,366.23200000001816,155.39299999998184
11_58,377.93599999998696,143.60499999998137
11_59,388.46899999998277,125.48999999999069
11_60,386.5480000000098,128.2599999999511
11_61,378.7750000000233,134.02700000000186
11_62,358.89199999999255,151.3969999999972
11_63,366.9070000000065,156.11599999997998
11_64,378.0449999999837,143.60499999998137
11_65,388.86999999999534,125.100999999966
11_66,394.2299999999814,131.4069999999483
11_67,386.61800000001676,128.2839999999851
11_68,378.82500000001164,133.94499999994878
11_69,358.81199999997625,151.4199999999837
11_70,368.0,159.43699999997625
11_71,378.24599999998463,143.67799999995623
11_72,393.9319999999716,120.86499999999069
11_73,394.0,135.43699999997625
11_74,394.0,135.43699999997625
11_75,386.7930000000051,128.32399999996414
11_76,378.97200000000885,133.7609999999986
11_77,358.43599999998696,151.51999999996042
11_78,379.0480000000098,144.4069999999483
11_79,395.6130000000121,119.29399999999441
11_80,386.8890000000247,128.3629999999539
11_81,379.5119999999879,133.24499999999534
11_82,357.9349999999977,151.61999999999534
11_83,383.0,145.43699999997625
11_84,396.0250000000233,119.00699999998324
11_85,386.98200000001816,128.42399999999907
11_86,380.5580000000191,132.25699999998324
11_87,357.63400000002,151.69599999999627
11_88,396.8780000000261,118.45100000000093
11_89,387.0599999999977,128.49399999994785
11_90,380.7750000000233,131.99199999996927
11_91,357.5250000000233,151.72199999995064
11_92,397.74099999998,118.02999999996973
11_93,380.80300000001444,131.93299999996088
11_94,357.4920000000275,151.73299999994924
11_95,398.2299999999814,117.7609999999986
11_96,380.79999999998836,131.84699999995064
11_97,357.45799999998417,151.74699999997392
11_98,398.5559999999823,117.58899999997811
11_99,380.78100000001723,131.81500000000233
11_100,357.3829999999725,151.795999999973
11_101,398.9969999999739,117.33499999996275
11_102,377.7060000000056,127.76899999997113
11_103,357.1570000000065,151.97099999996135
11_104,399.2820000000065,117.37899999995716
11_105,399.2820000000065,117.15699999994831
11_106,377.64000000001397,127.55799999996088
11_107,399.63000000000466,117.40399999998044
11_108,399.429999999993,117.03699999995297
11_109,377.5109999999986,127.12599999998929
11_110,400.0320000000065,117.44799999997485
11_111,404.4629999999888,111.45199999999022
11_112,370.27700000000186,117.58099999994738
11_113,400.6369999999879,117.56699999998091
11_114,405.00400000001537,110.92799999995623
11_115,363.5229999999865,109.33199999999488
11_116,401.4000000000233,117.78199999994831
11_117,405.76500000001397,111.72999999998137
11_118,402.4880000000121,108.27599999995437
11_119,362.77799999999115,108.67299999995157
11_120,401.92399999999907,118.00399999995716
11_121,405.94900000002235,111.66599999996834
11_122,406.1350000000093,112.12099999998463
11_123,397.8950000000186,103.54699999996228
11_124,362.19900000002235,108.23699999996461
11_125,402.64000000001397,118.36999999999534
11_126,406.1149999999907,111.6359999999986
11_127,407.8759999999893,113.95499999995809
11_128,395.83399999997346,101.41599999996834
11_129,361.6620000000112,107.91699999995762
11_130,403.40299999999115,118.78800000000047
11_131,406.23399999999674,111.64199999999255
11_132,410.57600000000093,111.25099999998929
11_133,412.8169999999809,119.16199999995297
11_134,395.2710000000079,100.73699999996461
11_135,359.8649999999907,107.23999999999069
11_136,404.07199999998556,119.26299999997718
11_137,406.4120000000112,111.69000000000233
11_138,410.79899999999907,111.00899999996182
11_139,416.5239999999758,123.00599999999395
11_140,394.6149999999907,99.9879999999539
11_141,358.4660000000149,107.04399999999441
