1,359.78100000001723,163.30199999996694
2,358.54899999999907,163.600999999966
3,358.40200000000186,163.59899999998743
4,358.2980000000098,163.54899999999907
5,358.23399999999674,163.48299999994924
6,358.18800000002375,163.3849999999511
7,355.3640000000014,152.85499999998137
8,355.1479999999865,152.51799999998184
9,354.9089999999851,152.3399999999674
10,354.5659999999916,152.1929999999702
11,354.1720000000205,152.170999999973
12,353.8150000000023,152.20799999998417
13,353.39100000000326,152.3179999999702
14,346.23100000002887,153.99099999997998
15,335.2519999999786,156.64899999997579
16,331.72200000000885,157.46199999999953
17,332.00599899998633,157.31599999999162
18,327.9010000000126,158.34299999999348
19,332.0810000000056,157.26600000000326
20,321.5580000000191,159.9189999999944
21,332.11900000000605,157.17799999995623
22,321.4519999999902,159.9069999999483
23,332.13199999998324,157.1030000000028
24,321.2509999999893,159.9069999999483
25,332.13199999998324,156.9649999999674
26,321.1010000000242,159.89499999996042
27,332.09399999998277,156.67599999997765
28,320.92499999998836,159.84499999997206
29,331.61800000001676,150.78599999996368
30,320.7239999999874,159.74399999994785
31,331.65299999999115,150.17199999996228
32,320.56099999998696,159.65599999995902
33,320.35999999998603,159.42999999999302
34,320.1840000000084,159.2170000000042
35,320.0590000000084,158.9539999999688
36,320.0329999999958,158.89100000000326
37,319.9459999999963,158.75299999996787
38,319.87900000001537,158.36099999997532
39,319.1240000000107,150.4549999999581
40,319.0009999999893,148.61699999996927
41,319.5219999999972,148.57499999995343
42,318.7299999999814,146.2839999999851
43,318.6049999999814,145.84599999996135
44,318.45899999997346,145.49199999996927
45,318.2289999999921,145.13799999997718
46,317.8960000000079,144.7839999999851
47,317.31199999997625,144.36699999996927
48,316.8960000000079,144.01299999997718
49,316.56199999997625,143.67999999999302
50,316.3539999999921,143.45100000000093
51,316.16600000002654,143.20100000000093
52,316.04100000002654,142.86799999995856
53,315.95100000000093,142.22099999996135
54,315.82199999998556,136.61999999999534
55,315.804999999993,136.45699999999488
56,315.6909999999916,136.2619999999879
57,315.49599999998463,136.13099999999395
58,315.3489999999874,136.0009999999893
59,315.0879999999888,135.8869999999879
60,314.7949999999837,135.78899999998976
61,314.4529999999795,135.72399999998743
62,314.10999999998603,135.6589999999851
63,313.86599999998,135.64299999998184
64,313.53999999997905,135.64299999998184
65,312.93900000001304,135.64399999997113
66,313.3829999999725,135.47999999998137
67,308.6589999999851,135.64399999997113
68,314.0030000000261,135.1129999999539
69,308.6589999999851,135.00199999997858
70,302.66700000001583,135.89399999997113
71,314.9679999999935,134.65399999998044
72,302.59600000001956,135.2159999999567
73,300.06300000002375,135.89399999997113
74,315.6570000000065,134.14899999997579
75,300.02799999999115,135.25199999997858
76,293.64299999998184,136.07199999998556
77,316.27700000000186,133.64399999997113
78,293.5360000000219,135.4659999999567
79,292.929999999993,136.10799999994924
80,316.6680000000051,133.22999999998137
81,292.89399999997113,135.53699999995297
82,288.86900000000605,136.08399999997346
83,316.9199999999837,132.9089999999851
84,288.4660000000149,136.09899999998743
85,317.1039999999921,132.56399999995483
86,287.4550000000163,136.13000000000466
87,317.21899999998277,132.21999999997206
88,287.4550000000163,135.55499999999302
89,282.48200000001816,136.28599999996368
90,317.26500000001397,131.25599999999395
91,282.4780000000028,135.67900000000373
92,278.28000000002794,136.3979999999865
93,317.44900000002235,131.09499999997206
94,317.33399999997346,130.19899999996414
95,278.2399999999907,135.83399999997346
96,272.8389999999781,136.49299999995856
97,317.65500000002794,131.00299999996787
98,317.4189999999944,124.70799999998417
99,272.8389999999781,135.95899999997346
